video_name,text
7fb2b0e77c2e-72,On the left side there are words to connect with.
533abb879383-27,But the pot went on cooking.
s8BUs77tQZ4--13,that he would also have to sit and play.
3TOhOciY-v8_e2,Kidnappers abducted the child from the playground.
992d9f7b37d2-5,Meenu's brother Kunal and their father
Nn9spzBqmMs--110,night and day for two weeks.
yzP6HD0Zr3Y--47,but determined to follow the doctor's advice.
2f9740e42167-92,What do you use it for?
ovYYEWMtW9M--131,"There were many areas in the subcontinent, such as the northeast."
IpRLdrFqxKk--277,"In which, the circuit is completed by a screw driver."
IsJNIZuIWrk_e2,People were shocked by the advertisement which depicted a woman beating her husband
9bc677ce073e-48,And on the right side we have their cries given.
nIjAEHi-6HU--175,"The following day, do you observe any changes in the seats?"
d5d9a14756d5-45,And so I lay fearful for many days and prayed for protection.
b43a1342f8f5-172,Fill in the blanks using for or SINCE. 1.
NoVPRWXWUZE--32,while new tools and the system of transplantation
49d5108ee364-117,Every summer many mangoes grow on it.
343da2e475d7-87,"The boy is played, blank and the word is quiet."
992d9f7b37d2-131,Shall we light the crackers now
fbd474720a91-16,New words learnt from the story. Bank.
IsJNIZuIWrk_e4,In the film she's depicted as a very cold and calculating character.
d5d9a14756d5-91,Why was Robinson Crusoe sure that it was not his footprint?
nLG-B3e-pP0--85,"In this process, the stalks are beaten to free the grain seeds."
IGjd6dWiXvE_e2,2.I've spoken to the manager about it.
tRdqPGHDEvM--137,"Come now, let's make some magic squares."
O8V8kz6JcFs--47,living right across the American continent from Canada to Argentina.
8c94dca71c3c-97,Look at the words in the bubbles.
ovYYEWMtW9M--119,"as well as people who helped perform burials and cremations. The priest said,"
779bb3acf518-42,Find out what is the mystery.
99218fd19f71-6,Monu lived in a house of sticks.
Zc2bgIDZ-Ks--39,"and the king appointed this humble shepherd, the governor of a small district."
0853cfecacd9-17,The gate of the park looks like this.
WX4SAl0w4fA_e2,"They wolf-whistled at me, and I was so embarrassed I tripped up."
iMlR4QLSWok--75,You look upset. What is the matter?
T21xaGEl3ks_e1,She lectures to audiences all over the world.
49d5108ee364-75,and number them in the correct order.
UbhONRGm-90--119,and gave it to the ghost.
1cc162c590dc-27,He fell off the ladder. I met Arun.
779bb3acf518-25,that we add S after a word
3ab94767fe39-24,Have you tried talking to them?
ovYYEWMtW9M--61,which are the categories that are described in terms of their occupation. Varna's.
zoBP39jyRMs--282,in what ways are these similar to those?
Ihhwph3nCnI_e1,The urge to steal is very strong in some of these young men.
lth5T4A_6Bw_e4,Citizens in that country do not have the liberty to carry guns or weapons.
e-QGcgqMfKE_e4,Chinese calligraphy is a beautiful form of expression unique to Asian culture.
04cf2cb63a7d-15,involve them in a reading activity.
1e22be414f61-6,She woke up to look out.
uukiGvQ8CgQ--14,There was a great monkey king.
366805e50016-151,See the picture of a shipwreck at the bottom of the ocean.
e90d992d5756-118,"In the rectangle in the centre, there is Sun written in it."
A2VCUgPweiU--40,a unique centre of Buddhist learning.
NwVF-WWZ0Bc--66,On the side of the page we have a table with two columns.
pmwPef49KGE_e2,"Dury is convivial, affable and engaging."
ce825058c63e-9,I'm going to write some letters though.
Nn9spzBqmMs--98,He had never been more downcast and unhappy. I can sing the raga
07285daf5fd0-47,5. Almost every person in Sikkim
6422c75b4261-38,And we read and we read and we read.
Jq3XIYZKLPc_e1,The city has a population of almost a/one million.
a0GJqWQf2so--44,I can make him a good singer.
ktRQjBfCn-U_e3,Techniques of deep meditation help people under stress
pBU_tMBIM9E_e1,Our holiday plans were thwarted by the airline pilots' strike
d73da12c66f0-99,Her grandmother gives the larger piece to Raju.
43a0131cb836-10,Page 92 The mosquito flew off.
FYrSrNzUu_s_d,to tell someone to do something or to behave in a particular way
fbd474720a91-63,Match the balls with their numbers. Now trace the numbers.
FyPkQyJWsjs--70,Saida returned to her doll. There was no sun really except...
S9qHBdiXN4U_e1,Being unemployed entitles you to free medical treatment.
408a13a4e222-47,Do any of these words use all of four endings? Blank
7bccd31315d7-18,"Oh, it really looks like a balloon. Mohini clapped with joy."
831fec5793da-49,Don't do any mischief. Let's draw.
0fb8102d6c95-10,Will you come with me? No
817976f7db2d-13,How many colours do you know? 2
zoBP39jyRMs--272,If you have seen craftsperson that work...
jXYcAvK7MTA--214,700 years ago. The rule of Harshvardhan.
6dvgNioTESo--25,There were several forms of Prakrit used in different
DG6Bx2bDqFM--50,Is Garbage disposal the responsibility only of the government?
sOeSDdQ8GhM_e3,We had to discharge several employees last month
d3617db9c8e0-69,If the mother had not held her apron under me.
UbSkIyCl70A--42,Mahapadmā nanda was another important ruler
992d9f7b37d2-62,"In the picture, you can see Meenu's mother..."
fHagURBiKXE_e1,Please return your seat to an upright position and fasten your belt.
Zc2bgIDZ-Ks--87,This story has been taken from an Iranian folk tale.
ed5590797795-20,Sundari looked too. Out in the...
kpJCJ2g6yfQ--23,"As we sink deeper into sleep, our muscles relax more and more."
hM959_pXlrE--128,Are some particles still sticking to it?
tRdqPGHDEvM--108,On both sides of it we have some patterns.
70745e15917e-69,There are thorny bushes in the desert. I eat the thorns.
iMlR4QLSWok--60,I took a chance for the third time. Still.
60c9973b69ed-3,There are a great many million fish in the seas.
992d9f7b37d2-22,Anything during the daytime. They eat
DG6Bx2bDqFM--95,Generate social pressure against burning of leaves.
9b0136913690-14,The barber started talking non-stop instead of shaving him.
ed5590797795-105,"And again, follow the same pattern for the next line."
6Ht4naTvGCE--48,"From its prison, behind your eyes."
3b078f38c03b-39,Have you seen an elephant? Hmm. What color?
43043aa04251-5,It went through thick and lovely woods of pine and fir trees.
nLG-B3e-pP0--176,Collect some muddy water from a pond.
VqlfNumk0cg--214,what you want or wish to do.
Nn9spzBqmMs--35,Now the synopsis for the next part of the story.
1cc162c590dc-17,Paul was looking out of the window.  3
IpRLdrFqxKk--279,Complete the drawing shown in figure 12.14.
soTXzil_LzI--84,Now my aunt is claiming a monthly allowance from me.
0726445c45f9-82,Activity? Let's make a bud. Put things price left.
d3617db9c8e0-45,They all sat on the ground.
07285daf5fd0-41,Now fill in the brackets for true or false.
iuGT90_P4Qk--11,and share lies giving them a challenge by saying
XVP5zcTXVtc--140,but may have been expected to provide elephants. Timber.
1-YUm865HA0--116,some of the most vivid descriptions of life.
4b41f9df012f-72,Complete these pictures by joining the dots.
9e2c92e2b0b0-101,Choose the correct word. Written in.
iMlR4QLSWok--189,We have no secrets between us. 5
jDy4C7B8OwI--208,You will learn more about the Kushanas in Chapter 9.
b005df5e411b-28,2. Did the boy share his trophy and tricycle with others?
57cab2a92c69-171,You are stuck in a traffic jam.
MjFpCgFgt1A--71,Number and colour of samples? Many!
BWpU3Ya3iJo_e1,"Metal, paper, and glass can be recycled."
08f145493328-28,pick the rhyming words from this box and pair them in the spaces below.
1f1bb4e3121b-298,I usually walk to school. It's a nice way to start the day.
NoVPRWXWUZE--41,These are iron tools. Here's a set of captions.
29e7bf42fd88-23,How can you sit with the book for hours together?
b005df5e411b-34,Do you like to share your favourite food or toys with others?
LjnS-cnPY0I--139,in the Northwest and who are mentioned.
nIjAEHi-6HU--110,"Animals provide us with milk, meat,"
nIjAEHi-6HU--18,Table 1.1. What do we eat?
it4GglIkMLY--172,These are extremely fine to touch with a nice smooth surface.
62e79450f3da-46,The color of my bed is......dash!
b005df5e411b-94,One mouse got trapped under the lion's paw. The lion woke up.
817976f7db2d-26,One has been done for you. Leaves
nIjAEHi-6HU--148,Food item with plant as the major source. Column 2.
iuGT90_P4Qk--39,Is there some way to say in what way these shapes are different?
XVP5zcTXVtc--204,produce a tremendous amount of work that reconstruction measures are prone to
iMlR4QLSWok--84,had made a fool of me.
QMUp3oPcLB8_d,The water was barely dribbling out of the tap.
DG6Bx2bDqFM--93,Bring it to notice of municipal authorities.
soTXzil_LzI--89,difficult words in the box in page 87.
4ea55d87345a-38,The tiger crept up closer to the little tiger cub.
3ab94767fe39-53,The dustbin is pink or green.
zoBP39jyRMs--80,stone slabs and statues have been found in Mathura.
Vbeiz94SyEI--146,"Traveling along the route. In return, the"
nSQUhb44s5M--111,"But in Rajasthan, where I live, the temperature reaches"
FyPkQyJWsjs--81,"You see, my mother is ill."
57cab2a92c69-277,events or happenings in life where this proverb can be used.
Ub7UcPJ2hLI_e4,The crowd was restless and verging on anarchy.
9b0136913690-13,Once the Sultan called the barber to shave his head.
_LbRJ0WIQOE_e1,"If you have any further problems, let me know."
pKSDna_7WYE_d,in a way that is complete and not limited in any way
027ae060c5e0-30,What can you do? Sing paint right
cxZ0S7zefIw_e2,The house had been abandoned for several years before they     decided to demolish it.
ef52bca1a454-52,3. Do not eat that mango. Dash is not ripe.
VqlfNumk0cg--46,And the shuttle was said to be good for 100 flights. 1
MF29ZLOnNHc_e2,We have to take a stand against racism.
43043aa04251-139,to send information and the eyes to receive them.
Vbeiz94SyEI--211,on the right an image of the Buddha from Takshisila is shown.
0853cfecacd9-103,Now you can see a beautiful picture of a design.
jO3GFm_acBs_e1,Stand with your feet wide apart.
iMlR4QLSWok--83,Back home uncle told me that the lucky shop man.
4c422e10f21d-13,"I have a tree, a green green tree to shade me from the sun."
O8V8kz6JcFs--203,So desert animals have to find different ways of coping.
yy5l6mYvqIg_e2,He has failed to fulfill his duties as a father.
533abb879383-138,Tick right for the right one.
UbSkIyCl70A--161,as merchants and crafts persons did not have rights as citizens. Besides...
IpRLdrFqxKk--268,State whether the sentences are true or false.
WA9EuH-2ejw_e4,We are constantly striving to improve our service.
cQHsoQOqsRM_e1,Some abstract art is difficult to understand
3a6cfc943757-21,and all the children were wild with excitement.
408a13a4e222-5,Name some of the things which are thrown away at home or in school.
29e7bf42fd88-109,Bhiaya was really upset. Munna was also sad seeing his brother so unhappy.
zoBP39jyRMs--19,Special gifts were brought by merchants for the king.
faa294a9bc4f-64,"Other times, I'm in the clouds."
6094ad90f864-3,Why did the men rush back to the ship? 3
LKYengAeduU_d,"to not do something, especially something enjoyable that you think might be bad"
S5iuebvtDu0--18,"Hunting and collecting forest produce. By contrast,"
1-YUm865HA0--5,and the needed officials to collect these. So?
9bxtIE0Tygg--128,Find out about a version in your state.
faa294a9bc4f-37,As four little clouds decided what to do.
_SSJde7GrTA--30,How much land will each of her children get?
VqlfNumk0cg--201,"and 3, a test or examination. Be sure to thank your..."
O8V8kz6JcFs--65,Over-turning rocks with their paws and scratching the ground with their sharp claws.
70745e15917e-12,You call yourself the ship of the desert!
7cd20394895c-54,Trace the dots and help it reach the flower.
00094a2700f5-36,"If you were asked to store things for the winter, what would you store?"
ijrjSBx7WTc--27,One day the farmer's wife wanted to go to the market.
57cab2a92c69-62,"When the hunter comes, you must all pretend to be dead. Just Lie still."
4ea55d87345a-34,The Tigers' green eyes glistened as he watched the Tiger Cub.
2c7d130870a8-35,Now connect the dotted line and write Y.
MjFpCgFgt1A--116,Figure 7.25 Shows Cutting an Ovary
jDy4C7B8OwI--50,These rituals are not useful. If instead...
0726445c45f9-37,"Oh, can we, mother? Can we really?"
-c5cUfu5gLU_e3,Could you think of a few games to amuse the children on the journey?
57cab2a92c69-44,And this is where the wild geese live. He said to himself.
6dvgNioTESo--178,They were the ancestors of today's Parsis.
60c9973b69ed-36,What happened to the fish one day?
9bxtIE0Tygg--107,The story itself was an old one.
vW6TvgmaRCQ_d,"to accept, admit, or recognize something, or the truth or existence of something."
49d5108ee364-89,There is a tree near my house.
4b41f9df012f-13,Match the pictures with the words.
9e2c92e2b0b0-66,"In this picture, there is a plate full of eatables. There's some rice."
1-YUm865HA0--244,End of the Ganas or Sanghas about 1500 years ago.
57cab2a92c69-97,Why did the old bird advise?
NoVPRWXWUZE--70,Large land owners were known as Villalla.
366805e50016-102,There are many animals that protect themselves.
mJ69KqzX3lU--92,A bird A wise one tells us.
soTXzil_LzI--70,"Chachi, you are aware of my friendship with Jumman, said Algu."
Fpg5dgFQofk_d,"every thing, person, etc. in a group of two or more, considered separately"
LKlGF65Xgm0_e3,Parts of the city continue to flourish.
qzBaNu4EDrQ_d,"strange, not known, or not understood"
NwVF-WWZ0Bc--48,Then put in 5 marbles and mark the level of water as 5m.
GrKIA99UGMI_e1,"Stop being so silly and immature, Chris!"
1-YUm865HA0--209,many cities in Mahajanpadhaa's were fortified. Paj Namba
XVP5zcTXVtc--135,unlike taxes which were collected on a regular basis.
it4GglIkMLY--126,"as well as people who helped perform burials and cremations. The priest said,"
uukiGvQ8CgQ--44,A picture is shown on this page describing the story of the monkey king.
d5d9a14756d5-147,He wanted a book for his birthday. 5
a4bbc6c5cd3e-61,There are many kinds of people. They all look different.
_SSJde7GrTA--74,The perimeter of square A is dash centimeters. 2
nIjAEHi-6HU--187,Bees collect nectar means sweet juices from flowers.
0853cfecacd9-38,and in the shape of a rectangle.
3b078f38c03b-33,Here is a picture of a leaf. Can you imagine what color is it?
